first_name,year_symposium,location_symposium,final_gender,invited
Martine,2018,UEA,female,No
Martine,2021,Leuven,female,Yes
Martine,2022,Nottingham,female,No
Mary,2018,UEA,female,No
Mary,1987,Plymouth,female,No
Masaki,2019,Hull,male,Yes
Masaru,1999,St Andrews,male,Yes
Masirika,2021,Leuven,male,No
Matteo,2017,Exeter,male,No
Matthew,2015,Plymouth,male,No
Matthew,2015,Plymouth,male,No
Matthew,2018,UEA,male,No
Matthew,2009,Leicester,male,No
Matthew,2022,Nottingham,male,No
Matthew,2025,Belfast,male,No
Matthew,2018,UEA,male,No
Maurice,2015,Plymouth,male,No
Mayuresh,2024,Bilbao,male,No
Meadhbh,2015,Plymouth,female,No
Megan,2009,Leicester,female,No
Meike,2009,Leicester,female,No
Melanie,2022,Nottingham,female,No
Melina,2021,Leuven,female,No
Mercedes,1999,St Andrews,female,No
Micaela,2019,Hull,female,No
Michael,2021,Leuven,male,No
Michael,1993,Conwy,male,No
Michael,1990,Lancaster,male,No
Michael,2025,Belfast,male,No
Michael,2025,Belfast,male,No
Michael,2022,Nottingham,male,No
Michael,1990,Lancaster,male,No
Michael,2023,Essex,male,No
Michael,1987,Plymouth,male,No
Michael,2019,Hull,male,Yes
Michael,2024,Bilbao,male,No
Michael,2014,Hull,male,No
Michael,2021,Leuven,male,No
Michal,1993,Conwy,female,No
Michal,2023,Essex,female,No
Michal,2025,Belfast,female,No
Michelle,2022,Nottingham,female,No
Michelle,2025,Belfast,female,No
Mike,2009,Leicester,male,Yes
Mike,1987,Plymouth,male,No
Mike,2009,Leicester,male,No
Mike,1983,Stirling,male,No
Ming-Tsu,2023,Essex,male,No
Miquel,2014,Hull,male,No
Miran,2014,Hull,male,No
Mirre,2009,Leicester,female,No
Moacir,1999,St Andrews,male,No
Mohamed,2016,Bangor,male,No
Mohammed,2017,Exeter,male,No
Mohsen,2025,Belfast,male,No
Moira,1993,Conwy,female,No
Molly,2022,Nottingham,female,No
Molly,2019,Hull,female,No
Molly,2023,Essex,female,No
Molly,2019,Hull,female,No
Monika,2017,Exeter,female,No
Morgane,2023,Essex,female,No
Morgane,2024,Bilbao,female,No
Morten,1987,Plymouth,male,No
Moustafa,1993,Conwy,male,No
Mukesh,2024,Bilbao,male,No
Mulugeta,2021,Leuven,male,No
Muriel,1987,Plymouth,female,No
Murray,2017,Exeter,male,No
Myriam,2018,UEA,female,No
Naiara,2019,Hull,female,No
Naiara,2025,Belfast,female,No
Naiara,2019,Hull,female,No
Naiara,2016,Bangor,female,No
Naiara,2016,Bangor,female,No
Naoki,2023,Essex,male,No
Nasrollah,1982,London,male,No
Natalia,2021,Leuven,female,No
Natalia,2024,Bilbao,female,No
Natalie,2025,Belfast,female,No
Natalie,2025,Belfast,female,No
Natasha,2017,Exeter,female,No
Nathan,2021,Leuven,male,No
Neil,2017,Exeter,male,No
Neil,1999,St Andrews,male,No
Neil,2017,Exeter,male,No
Neil,2012,UEA,male,No
Nellie,2009,Leicester,female,No
Niamh,2025,Belfast,female,No
Niamh,2025,Belfast,female,No
Nicholas,2016,Bangor,male,No
Nicholas,1999,St Andrews,male,No
Nicholas,2023,Essex,male,No
Nicholas,2015,Plymouth,male,Yes
Nicholas,2025,Belfast,male,Yes
Nicholas,2015,Plymouth,male,No
Nick,2017,Exeter,male,No
Nick,2023,Essex,male,No
Nicola,2018,UEA,female,No
Nicolas,2015,Plymouth,male,No
Nicolas,2017,Exeter,male,No
Niels,1987,Plymouth,male,No
Nigel,2019,Hull,male,No
Nigel,2017,Exeter,male,No
Nigel,2014,Hull,male,No
Nigel,1993,Conwy,male,No
Nijola,2025,Belfast,female,No
Niklas,2016,Bangor,male,No
Nikola,1971,London Spring,male,No
Nikola,2021,Leuven,male,No
Niladri,2024,Bilbao,male,No
Nildeniz,2022,Nottingham,female,No
Nildeniz,2023,Essex,female,No
Nobuhle,2021,Leuven,female,No
Noemi,2024,Bilbao,female,No
Norman,1968,London,male,No
Ntandokayise,2025,Belfast,male,No
Nuria,2016,Bangor,female,No
Olaf,2017,Exeter,male,No
Oliver,2025,Belfast,male,No
Olivia,2021,Leuven,female,No
Olivier,2017,Exeter,male,No
Olivier,2016,Bangor,male,No
Olivier,2016,Bangor,male,No
Ondrej,2012,UEA,male,No
Oriol,2023,Essex,male,No
Oriol,2021,Leuven,male,No
Oscar,2016,Bangor,male,No
Oscar,2016,Bangor,male,No
Osman,2021,Leuven,male,No
Ossi,2017,Exeter,female,No
Owen,2021,Leuven,male,No
Owen,2015,Plymouth,male,No
Owen,2019,Hull,male,No
Pamela,2009,Leicester,female,No
Panagiotis,1987,Plymouth,male,No
Paris,2025,Belfast,female,No
Pascal,2015,Plymouth,male,No
Patrick,2023,Essex,male,No
Patrick,2018,UEA,male,No
Patrick,2022,Nottingham,male,No
Patrik,2019,Hull,male,No
Paul,2025,Belfast,male,No
Paul,2023,Essex,male,No
Paul,2022,Nottingham,male,No
Paul,2012,UEA,male,No
Paul,2023,Essex,male,No
Paul,1969,London,male,No
Paul,1990,Lancaster,male,No
Paul,2014,Hull,male,No
Paul,2017,Exeter,male,No
Paul,2017,Exeter,male,No
Paulina,2021,Leuven,female,No
Pavi,1999,St Andrews,female,No
Pedro,1993,Conwy,male,No
Per,2012,UEA,male,No
Peter,1982,London,male,No
Peter,2012,UEA,male,No
Peter,1999,St Andrews,male,No
Peter,2016,Bangor,male,No
Peter,2024,Bilbao,male,No
Peter,1993,Conwy,male,Yes
Peter,2018,UEA,male,No
Peter,1999,St Andrews,male,No
Peter,1999,St Andrews,male,No
Peter,1990,Lancaster,male,No
Peter,1987,Plymouth,male,No
Peter,2018,UEA,male,No
Peter,1990,Lancaster,male,No
Peter,1993,Conwy,male,No
Peter,1999,St Andrews,male,No
Peter,2017,Exeter,male,No
Peter,1993,Conwy,male,No
Peter,2015,Plymouth,male,No
Peter,2025,Belfast,male,No
Peter,2016,Bangor,male,No
Peter,2017,Exeter,male,Yes
Phakama,2023,Essex,female,No
Phil,1990,Lancaster,male,No
Phil,2023,Essex,male,No
Phil,2014,Hull,male,No
Philip,2021,Leuven,male,No
Philip,2015,Plymouth,male,No
Philip,2019,Hull,male,No
Philip,2015,Plymouth,male,No
Philipp,2014,Hull,male,No
Philipp,2021,Leuven,male,No
Philippe,1993,Conwy,male,No
Phoebe,2025,Belfast,female,No
Pia,2025,Belfast,female,No
Pier,1993,Conwy,female,No
Piera,2018,UEA,female,No
Pierre,2016,Bangor,male,No
Pierre,2021,Leuven,male,Yes
Pierre,1999,St Andrews,male,No
Pierre,2021,Leuven,male,No
Pierre,2016,Bangor,male,No
Pieter,2021,Leuven,male,No
Pietro,1971,London Spring,male,No
Prasad,1987,Plymouth,male,No
Quentin,2019,Hull,male,No
Quentin,2016,Bangor,male,No
Quentin,2024,Bilbao,male,No
R,1972,London,male,No
Rachel,2025,Belfast,female,Yes
Rachel,2023,Essex,female,No
Rachel,2023,Essex,female,No
Rachel,2015,Plymouth,female,No
Rachid,1993,Conwy,male,No
Rafael,1999,St Andrews,male,No
Rajeev,2023,Essex,male,No
Rajeev,2024,Bilbao,male,No
Ralf,2015,Plymouth,male,No
Ram,2024,Bilbao,male,No
Raminta,2018,UEA,female,No
Randolph,2018,UEA,male,No
Re'em,2022,Nottingham,male,No
Rebecca,2017,Exeter,female,No
Rebecca,2017,Exeter,female,No
Rebecca,2025,Belfast,female,No
Rebecca,2014,Hull,female,No
Rebecca,2018,UEA,female,No
Rebecca,2017,Exeter,female,No
Rebekah,2018,UEA,female,No
Regis,2022,Nottingham,male,No
Regis,2022,Nottingham,male,No
Rein,2019,Hull,male,No
Rejab,2025,Belfast,male,No
Remigijus,2018,UEA,male,No
Richard,2025,Belfast,male,No
Richard,2023,Essex,male,Yes
Richard,1970,London,male,No
Richard,1983,Stirling,male,No
Richard,2012,UEA,male,No
Richard,2024,Bilbao,male,No
Richard,2017,Exeter,male,No
Richard,1987,Plymouth,male,No
Riho,2014,Hull,female,No
Rima,2015,Plymouth,female,No
Rita,2019,Hull,female,No
Rita,2025,Belfast,female,No
Rob,2022,Nottingham,male,Yes
Robert,2025,Belfast,male,Yes
Robert,2018,UEA,male,No
Robert,2016,Bangor,male,No
Robert,2018,UEA,male,No
Robert,2014,Hull,male,No
Robert,2021,Leuven,male,No
Robert,2018,UEA,male,No
Robert,2021,Leuven,male,No
Robert,2015,Plymouth,male,No
Robert,2017,Exeter,male,No
Robert,2012,UEA,male,No
Robert,2016,Bangor,male,No
Robert,2014,Hull,male,No
Robert,1993,Conwy,male,No
Robert,2023,Essex,male,No
Robin,2016,Bangor,female,Yes
Robin,2018,UEA,female,No
Rochelle,2024,Bilbao,female,No
Rochelle,2025,Belfast,female,No
Rod,2017,Exeter,male,No
Rodolfo,1999,St Andrews,male,No
Rohitashva,2025,Belfast,male,No
Romina,2024,Bilbao,female,No
Romina,2016,Bangor,female,No
Ronald,1970,London,male,No
Ronald,1971,London Spring,male,No
Rosemary,1990,Lancaster,female,No
Ross,2018,UEA,male,No
Rosslyn,2022,Nottingham,female,No
Roweena,2021,Leuven,female,No
Roy,1993,Conwy,male,No
Ruaidhri,2025,Belfast,male,No
Ruan,2012,UEA,male,No
Rui,2018,UEA,male,No
Rui,2012,UEA,male,Yes
Rui,2022,Nottingham,male,No
Rupert,2019,Hull,male,No
Rute,2024,Bilbao,female,No
Ruth,2017,Exeter,female,No
Ruth,2021,Leuven,female,Yes
Ryan,2016,Bangor,male,No
Ryan,2021,Leuven,male,No
Ryan,2018,UEA,male,No
Ryan,2021,Leuven,male,No
Sachia,2019,Hull,female,No
Sam,2023,Essex,male,No
Sam,2021,Leuven,male,No
Sam,2022,Nottingham,male,No
Samantha,2016,Bangor,female,No
Samantha,2024,Bilbao,female,No
Samantha,2017,Exeter,female,No
Samuel,2012,UEA,male,No
Samuel,2021,Leuven,male,No
Sandra,1999,St Andrews,female,No
Sara,2017,Exeter,female,No
Sarah,2016,Bangor,female,No
Sarah,2021,Leuven,female,No
Sarah,2015,Plymouth,female,No
Sarah,2016,Bangor,female,No
Sarah,2021,Leuven,female,No
Sarah,2021,Leuven,female,No
Sarah,2016,Bangor,female,No
Sarah,2023,Essex,female,No
Sarah,2024,Bilbao,female,No
Sarah,1999,St Andrews,female,No
Sarah,2015,Plymouth,female,No
Sarah,2021,Leuven,female,No
Sarah,2022,Nottingham,female,No
Sarah,2015,Plymouth,female,No
Sathyaruban,2022,Nottingham,female,No
Sebastian,2024,Bilbao,male,No
Selina,2018,UEA,female,Yes
Serena,2012,UEA,female,No
Serena,2018,UEA,female,No
Sergio,2012,UEA,male,No
Seung Eun,2016,Bangor,female,No
Seyedeh,2019,Hull,female,No
Shan,2025,Belfast,male,No
Shaun,2019,Hull,male,No
Shaun,2012,UEA,male,No
Shauna,2016,Bangor,female,No
Sheila,1983,Stirling,female,No
Sheila,1983,Stirling,female,No
Sian,1999,St Andrews,female,No
Sibusisiwe,2025,Belfast,female,No
Sigrun,1987,Plymouth,female,No
Simon,1999,St Andrews,male,No
Sissel,2024,Bilbao,female,Yes
Siv,2024,Bilbao,female,No
Skuli,2024,Bilbao,male,No
Sneha,2025,Belfast,female,No
Sofia,2025,Belfast,female,No
Sofia,2023,Essex,female,No
Sofie,2016,Bangor,female,No
Sonja,2015,Plymouth,female,Yes
Sonya,2017,Exeter,female,No
Sophia,2022,Nottingham,female,No
Sophie,2024,Bilbao,female,Yes
Sophie,2016,Bangor,female,No
Sophie,2016,Bangor,female,No
Sophie,2017,Exeter,female,No
Sophie,2016,Bangor,female,No
Sophy,2025,Belfast,female,No
Sophy,2018,UEA,female,No
Sophy,2015,Plymouth,female,No
Spencer,2022,Nottingham,male,No
Stanislaw,1971,London Spring,male,Yes
Stefan,1987,Plymouth,male,No
Stefano,2019,Hull,male,No
Stefano,2017,Exeter,male,No
Stefano,2015,Plymouth,male,No
Stefano,2024,Bilbao,male,Yes
Stefano,2017,Exeter,male,No
Stellia,2024,Bilbao,female,No
Stellia,2023,Essex,female,No
Stéphanie,2015,Plymouth,female,No
Stephen,2015,Plymouth,male,No
Stephen,1999,St Andrews,male,No
Stephen,2017,Exeter,male,No
Stephen,2023,Essex,male,No
Stephen,1999,St Andrews,male,No
Stephen,1987,Plymouth,male,No
Steve,2009,Leicester,male,No
Steve,2018,UEA,male,Yes
Steve,2009,Leicester,male,No
Steve,2023,Essex,male,Yes
Steven,2019,Hull,male,No
Steven,2022,Nottingham,male,No
Stina,2023,Essex,female,No
Stormy,2009,Leicester,female,No
Stuart,1993,Conwy,male,No
Sum,2021,Leuven,male,No
Susanne,2025,Belfast,female,No
Susanne,2023,Essex,female,No
Susumu,1987,Plymouth,male,No
Susumu,1987,Plymouth,male,No
Suzanne,2017,Exeter,female,No
Svante,2012,UEA,male,No
Sven,2021,Leuven,male,No
Sven,2018,UEA,male,No
Swati,2009,Leicester,female,No
Sylvain,2024,Bilbao,male,No
Sylvia,1999,St Andrews,female,No
Sylvia,2017,Exeter,female,No
Sylvie,2015,Plymouth,female,Yes
Taal,2019,Hull,male,No
Tadatoshi,1987,Plymouth,male,No
Takakazu,1999,St Andrews,male,No
Takudzwa,2021,Leuven,male,No
Talita,2019,Hull,female,No
Tamacs,1999,St Andrews,male,No
Tamal,2021,Leuven,male,No
Tamsyn,2017,Exeter,female,No
Taryn,2014,Hull,female,No
Tasaduq,2022,Nottingham,male,No
Taylor,2014,Hull,female,No
Tea,2023,Essex,female,No
Tea,2023,Essex,female,No
Teppo,2014,Hull,male,No
Teruyuki,1987,Plymouth,male,No
Thango,2021,Leuven,male,No
Thelma,1987,Plymouth,female,No
Theo,2009,Leicester,male,No
Theresa,2022,Nottingham,female,No
Thiago,2019,Hull,male,No
Thomas,2017,Exeter,male,No
Thomas,2017,Exeter,male,No
Thomas,2012,UEA,male,No
Thomas,2024,Bilbao,male,No
Thomas,1983,Stirling,male,No
Thomas,2014,Hull,male,No
Thomas,1999,St Andrews,male,No
Tibiábin,2012,UEA,male,No
Till,1999,St Andrews,male,No
Tim,2009,Leicester,male,No
Tim,2022,Nottingham,male,Yes
Tim,2009,Leicester,male,No
Timothy,1968,London,male,No
Timothy,2017,Exeter,male,No
Tobias,2009,Leicester,male,No
Toby,2015,Plymouth,male,No
Tom,2017,Exeter,male,No
Tom,2009,Leicester,male,No
Tom,2009,Leicester,male,No
Toni,2019,Hull,female,No
Tony,2018,UEA,male,No
Tore,1993,Conwy,male,No
Torild,2016,Bangor,male,No
Torild,2016,Bangor,male,No
Tove,1999,St Andrews,female,No
Tracey,2018,UEA,female,No
Tracye,1999,St Andrews,female,No
Trine,1999,St Andrews,female,No
Tristan,2015,Plymouth,male,No
Tsung-Han,1999,St Andrews,male,No
Tuomas,2009,Leicester,male,No
Ulla,2009,Leicester,female,No
Ulrika,2009,Leicester,female,Yes
Ulrika,2022,Nottingham,female,Yes
Ulrika,2018,UEA,female,No
Uwe,2014,Hull,male,Yes
Uwe,2018,UEA,male,No
Vahan,2009,Leicester,male,No
Valerio,2017,Exeter,male,No
Vania,1999,St Andrews,female,No
Vera,2024,Bilbao,female,No
Vicki,2009,Leicester,female,No
Victor,2024,Bilbao,male,No
Victoria,2016,Bangor,female,No
Virginie,2019,Hull,female,No
Vitalja,2022,Nottingham,male,No
Vittoria,2019,Hull,female,No
Vladimir,1999,St Andrews,male,No
Waldir,2017,Exeter,male,No
Waldir,2017,Exeter,male,No
Walter,1999,St Andrews,male,No
Walter,1983,Stirling,male,No
Warren,2023,Essex,male,No
Watabe,1999,St Andrews,male,Yes
Wei-Chuan,2018,UEA,male,No
Who,2009,Leicester,male,No
Wilfried,2009,Leicester,male,No
Wilfried,2009,Leicester,male,No
William,2017,Exeter,male,Yes
William,2021,Leuven,male,No
William,2009,Leicester,male,No
William,2018,UEA,male,No
William,2024,Bilbao,male,No
William,2023,Essex,male,No
Winifred,1968,London,female,No
Wolfgang,1987,Plymouth,male,No
Xavier,2021,Leuven,male,No
Xavier,1999,St Andrews,male,No
Yih-Yia,1999,St Andrews,male,No
Yixuan,2024,Bilbao,female,No
Yuan,2021,Leuven,male,No
Yulia,2017,Exeter,female,No
Yulia,2017,Exeter,female,No
Yuri,1993,Conwy,female,No
Yuri,1990,Lancaster,female,No
Zachary,2018,UEA,male,No
Zachary,2014,Hull,male,No
Zelin,2022,Nottingham,female,No
Zifang,2024,Bilbao,female,No
Zohar,2012,UEA,male,No
Zuzana,2024,Bilbao,female,Yes
Zwanette,1993,Conwy,female,No
NA,1999,St Andrews,NA,No
NA,1968,London,NA,No
NA,1993,Conwy,NA,No
NA,1970,London,male,No
NA,1999,St Andrews,NA,No
NA,1969,London,male,No
NA,1999,St Andrews,NA,No
NA,1972,London,male,No
NA,1999,St Andrews,NA,No
NA,1993,Conwy,NA,No
NA,1983,Stirling,NA,No
NA,1987,Plymouth,NA,No
NA,1983,Stirling,NA,No
NA,1969,London,male,No
NA,1987,Plymouth,NA,No
NA,1999,St Andrews,NA,No
NA,1970,London,male,No
NA,1999,St Andrews,NA,No
NA,1969,London,male,No
NA,1987,Plymouth,female,No
NA,1987,Plymouth,NA,No
NA,2014,Hull,NA,No
NA,1968,London,male,No
NA,1987,Plymouth,NA,No
NA,1983,Stirling,NA,No
NA,1987,Plymouth,NA,No
NA,1972,London,NA,No
NA,1968,London,NA,No
NA,1999,St Andrews,NA,No
NA,1972,London,male,No
NA,1968,London,NA,No
NA,1987,Plymouth,NA,No
NA,1987,Plymouth,NA,No
NA,1970,London,male,No
NA,1999,St Andrews,NA,No
NA,1969,London,male,No
NA,1999,St Andrews,NA,No
NA,1971,London Spring,male,No
NA,1999,St Andrews,NA,No
NA,1993,Conwy,NA,No
